CodigoMunicipio,MunicipioResidencia,Total_casos_dengue,POP_TOT,PIB_PER_CAPITA,IDH-M,GINI,IN055_AE,IN056_AE,IN024_AE,IN015_AE,IN022_AE,IN049_AE,IN016_AE,IN015_RS,Índice de pavimentação das vias públicas,CS001,Msau28,Mgrd06,Mgrd08,Mgrd11,IndiceSurto,Surto
354860,SAO BENTO DO SAPUCAI,647,11674,37283.14,0.72,0.557,59.25,43.24,100.0,69.26,191.3,7.57,100.0,68.53,85.79,SIM,Sim,Sim,Não,Não,5542.230597909885,True
354870,SAO BERNARDO DO CAMPO,13259,810729,68571.36,0.805,0.553,98.27,91.83,100.0,74.35,163.6,29.61,42.93,99.98,94.23,SIM,Não,Sim,Não,Não,1635.4416827324542,True
354880,SAO CAETANO DO SUL,8995,165655,95640.71,0.862,0.548,100.0,100.0,100.0,85.0,229.3,18.5,100.0,100.0,99.9,SIM,Sim,Sim,Sim,Sim,5429.959856327911,True
354890,SAO CARLOS,15890,254857,55044.88,0.805,0.499,100.0,100.0,100.0,91.35,261.1,41.66,96.62,99.99,97.57,SIM,Sim,Sim,Sim,Sim,6234.868965733725,True
354900,SAO FRANCISCO,143,2602,18189.76,0.723,0.46,82.86,80.86,100.0,100.0,177.9,11.99,100.0,96.08,99.6,NAO,Sim,Sim,Não,Não,5495.772482705611,True
354910,SAO JOAO DA BOA VISTA,7338,92547,44794.34,0.797,0.515,93.08,92.2,100.0,95.81,200.1,25.06,100.0,95.77,98.74,SIM,Sim,Não,Não,Sim,7928.944212130053,True
354920,SAO JOAO DAS DUAS PONTES,64,2580,20591.79,0.72,0.364,78.18,77.21,100.0,99.99,172.7,10.43,100.0,92.09,98.49,NAO,Não,Não,Não,Não,2480.6201550387595,True
354925,SAO JOAO DE IRACEMA,26,1846,26507.78,0.748,0.369,75.84,75.84,99.49,80.91,201.6,1.17,100.0,,98.56,NAO,Sim,Não,Não,Não,1408.4507042253522,True
354930,SAO JOAO DO PAU D'ALHO,49,2242,27920.27,0.75,0.334,80.15,80.15,98.88,100.0,308.7,8.68,80.0,80.51,86.81,SIM,Não,Não,Não,Sim,2185.5486173059767,True
354940,SAO JOAQUIM DA BARRA,431,48558,41547.41,0.762,0.419,98.97,98.97,100.0,98.89,241.5,57.73,100.0,97.2,99.34,SIM,Sim,Não,Não,Não,887.5983360105441,True
354950,SAO JOSE DA BELA VISTA,46,7626,25749.88,0.693,0.465,100.0,100.0,100.0,94.5,237.4,39.83,100.0,89.23,93.55,NAO,Sim,Não,Não,Não,603.1995803829006,True
354960,SAO JOSE DO BARREIRO,196,3853,15297.56,0.684,0.548,89.46,89.46,99.52,100.0,262.5,12.5,0.0,90.42,94.04,NAO,Sim,Não,Não,Não,5086.94523747729,True
354970,SAO JOSE DO RIO PARDO,6730,52205,42952.13,0.774,0.494,100.0,100.0,100.0,93.56,165.5,28.57,13.99,98.97,97.76,NAO,Não,Não,Não,Não,12891.485489895604,True
354980,SAO JOSE DO RIO PRETO,36328,480393,44679.93,0.797,0.508,100.0,93.0,100.0,91.36,235.6,20.54,100.0,99.01,95.96,SIM,Sim,Não,Não,Não,7562.141829710257,True
354990,SAO JOSE DOS CAMPOS,98217,697054,61315.88,0.807,0.563,96.79,95.53,100.0,89.28,159.5,41.84,100.0,97.97,95.91,SIM,Sim,Sim,Sim,Sim,14090.300034143696,True
354995,SAO LOURENCO DA SERRA,152,16067,17697.76,0.728,0.515,42.92,27.71,32.85,57.01,177.9,35.23,100.0,90.6,70.73,NAO,Não,Sim,Sim,Não,946.0384639322835,True
355000,SAO LUIS DO PARAITINGA,925,10337,19098.4,0.697,0.484,47.16,44.2,90.12,88.3,165.5,32.95,100.0,96.74,89.67,SIM,Sim,Sim,Sim,Sim,8948.43765115604,True
355010,SAO MANUEL,4442,37289,32463.42,0.744,0.461,94.39,92.43,100.0,96.92,171.9,33.77,100.0,97.58,94.5,SIM,Sim,Não,Não,Não,11912.36021346778,True
355020,SAO MIGUEL ARCANJO,448,32039,28853.83,0.71,0.582,64.75,52.13,87.97,82.29,141.6,16.71,100.0,87.39,80.8,SIM,Sim,Sim,Sim,Não,1398.2958269608914,True
355030,SAO PAULO,631379,11451999,66872.84,0.805,0.645,99.29,97.31,100.0,75.24,167.1,30.07,97.14,98.27,96.37,SIM,Não,Sim,Sim,Sim,5513.264540103435,True
355040,SAO PEDRO,1466,38256,24418.31,0.755,0.477,85.76,83.25,99.12,95.0,169.1,49.37,65.62,85.65,87.62,SIM,Sim,Não,Não,Não,3832.0786281890414,True
355050,SAO PEDRO DO TURVO,541,7217,30342.39,0.703,0.39,99.14,70.93,97.72,85.48,230.2,2.36,100.0,96.99,99.92,SIM,Sim,Não,Sim,Não,7496.189552445615,True
355060,SAO ROQUE,1289,79484,37074.85,0.768,0.511,72.44,49.8,52.59,71.63,171.9,45.94,99.36,100.0,80.45,SIM,Sim,Não,Não,Sim,1621.7100296915105,True
355070,SAO SEBASTIAO,5474,81595,174696.31,0.772,0.502,71.13,59.61,61.11,79.39,216.2,32.5,100.0,100.0,57.2,SIM,Sim,Sim,Não,Não,6708.744408358355,True
355080,SAO SEBASTIAO DA GRAMA,842,10441,35304.59,0.701,0.416,76.58,76.58,100.0,80.0,188.5,17.51,100.0,95.78,98.75,NAO,Sim,Não,Não,Não,8064.361651182838,True
355090,SAO SIMAO,76,13442,32456.75,0.766,0.46,99.49,99.49,97.91,19.12,297.1,49.16,0.0,89.66,85.73,NAO,Não,Sim,Sim,Sim,565.3920547537568,True
355100,SAO VICENTE,1291,329911,16506.51,0.768,0.489,93.31,82.18,78.74,74.5,165.3,47.56,100.0,99.81,90.28,SIM,Sim,Sim,Sim,Não,391.3176583987803,True
355110,SARAPUI,415,10369,19433.04,0.707,0.513,78.65,47.69,69.06,70.41,172.5,19.97,100.0,91.62,50.9,SIM,Não,Não,Não,Não,4002.314591571029,True
355120,SARUTAIA,181,3704,26651.32,0.688,0.445,79.32,75.49,100.0,92.68,160.4,11.99,100.0,81.83,98.63,SIM,Não,Não,Não,Não,4886.609071274298,True
355130,SEBASTIANOPOLIS DO SUL,42,3130,116133.14,0.773,0.426,74.03,74.12,100.0,100.0,195.8,10.31,100.0,100.0,100.0,SIM,Sim,Não,Não,Não,1341.85303514377,True
355140,SERRA AZUL,270,12746,12785.98,0.686,0.457,83.86,57.12,78.67,72.65,183.6,21.12,100.0,79.63,97.45,NAO,Sim,Sim,Sim,Não,2118.3116271771537,True
355150,SERRANA,5193,43909,29221.73,0.729,0.382,100.0,100.0,96.51,99.84,148.3,75.03,90.05,98.94,99.06,NAO,Sim,Não,Não,Não,11826.7325605229,True
355160,SERRA NEGRA,282,29894,28485.03,0.767,0.484,78.02,65.47,76.34,81.31,204.5,22.79,100.0,98.0,90.78,NAO,Sim,Sim,Sim,Sim,943.3331103231418,True
355170,SERTAOZINHO,2162,126887,55352.42,0.761,0.475,99.61,99.61,100.0,80.0,221.8,47.63,100.0,99.43,99.17,SIM,Sim,Sim,Sim,Não,1703.8782538794358,True
355180,SETE BARRAS,377,12730,29783.21,0.673,0.516,56.89,46.47,100.0,73.84,165.3,20.98,100.0,94.93,88.78,SIM,Sim,Não,Sim,Sim,2961.508248232521,True
355190,SEVERINIA,541,14576,15258.78,0.715,0.42,100.0,99.26,99.48,99.89,270.6,0.02,60.0,91.67,97.45,NAO,Sim,Sim,Sim,Não,3711.5806805708016,True
355200,SILVEIRAS,207,6186,14518.99,0.678,0.48,46.28,39.38,100.0,92.24,155.1,18.21,100.0,88.91,99.29,NAO,Sim,Sim,Sim,Sim,3346.265761396702,True
355210,SOCORRO,5068,40122,26870.22,0.729,0.452,51.68,49.29,82.34,71.91,186.3,27.73,99.08,93.46,98.05,SIM,Sim,Sim,Sim,Não,12631.474004286923,True
355220,SOROCABA,46666,723682,64046.61,0.798,0.529,98.51,98.54,99.23,92.76,181.7,35.81,98.92,99.99,94.34,SIM,Sim,Sim,Não,Não,6448.412424241586,True
355230,SUD MENNUCCI,151,7355,29307.88,0.747,0.541,85.76,84.54,100.0,100.0,165.2,18.39,100.0,95.13,99.86,NAO,Não,Não,Não,Não,2053.025152957172,True
355240,SUMARE,6640,279545,55816.79,0.762,0.474,98.82,98.82,100.0,80.42,152.6,35.45,29.48,100.0,94.36,NAO,Sim,Não,Sim,Não,2375.288415103114,True
355250,SUZANO,9112,307429,48818.92,0.765,0.491,93.74,88.78,100.0,77.67,140.3,23.05,71.49,99.98,87.53,NAO,Sim,Sim,Sim,Sim,2963.9363885645143,True
355255,SUZANAPOLIS,317,3408,84169.56,0.699,0.421,64.94,64.94,99.19,41.15,270.4,16.78,100.0,97.27,95.9,NAO,Sim,Sim,Sim,Sim,9301.643192488262,True
355260,TABAPUA,928,11323,22859.37,0.735,0.397,100.0,100.0,100.0,94.3,318.2,11.82,100.0,100.0,98.71,NAO,Sim,Não,Não,Não,8195.707851276164,True
355270,TABATINGA,191,14769,20278.99,0.704,0.407,98.75,98.75,99.15,80.0,180.1,28.66,99.82,85.21,99.46,SIM,Sim,Não,Sim,Não,1293.2493736881306,True
355280,TABOAO DA SERRA,5921,273542,34588.58,0.769,0.49,100.0,97.32,100.0,72.84,140.9,14.36,87.13,100.0,95.25,SIM,Sim,Sim,Não,Não,2164.567050032536,True
355290,TACIBA,18,6260,29259.48,0.723,0.386,84.07,81.88,100.0,99.98,149.5,15.19,100.0,84.68,100.0,SIM,Sim,Não,Sim,Sim,287.5399361022364,False
355300,TAGUAI,2207,12669,23824.33,0.709,0.372,88.7,86.86,100.0,98.15,130.7,6.75,100.0,94.72,99.56,SIM,Não,Não,Não,Não,17420.475175625543,True
355310,TAIACU,83,5677,17319.16,0.71,0.422,100.0,100.0,100.0,93.53,204.2,20.71,100.0,90.58,99.46,NAO,Sim,Não,Não,Não,1462.0398097586751,True
355320,TAIUVA,350,6548,25108.07,0.76,0.424,100.0,100.0,100.0,98.85,433.0,0.0,100.0,100.0,97.74,NAO,Sim,Não,Não,Não,5345.143555284057,True
355330,TAMBAU,2864,21435,30119.07,0.731,0.453,89.02,89.02,99.8,99.91,446.9,2.71,100.0,89.02,88.91,NAO,Sim,Não,Não,Não,13361.32493585258,True
355340,TANABI,652,25265,50458.24,0.748,0.421,99.23,96.33,98.47,79.19,224.7,21.97,100.0,90.73,95.78,SIM,Sim,Não,Sim,Sim,2580.6451612903224,True
355350,TAPIRAI,96,7996,23966.14,0.681,0.444,49.39,46.55,89.91,92.09,154.5,29.33,100.0,87.54,63.41,SIM,Sim,Sim,Não,Sim,1200.600300150075,True
355360,TAPIRATIBA,1372,11816,23275.49,0.751,0.406,83.71,82.06,100.0,87.8,167.9,40.85,100.0,81.87,92.42,SIM,Não,Não,Sim,Não,11611.374407582938,True
355365,TAQUARAL,157,2619,16647.2,0.759,0.519,100.0,100.0,99.85,99.47,170.5,0.0,100.0,95.88,99.38,NAO,Sim,Não,Não,Não,5994.654448262696,True
355370,TAQUARITINGA,174,52260,28846.24,0.748,0.468,94.0,94.0,100.0,97.85,226.0,24.06,100.0,94.0,98.76,NAO,Sim,Não,Não,Não,332.95063145809416,True
355380,TAQUARITUBA,459,24350,42424.52,0.701,0.495,81.55,84.74,100.0,100.0,148.8,17.6,100.0,87.89,97.03,SIM,Sim,Não,Não,Sim,1885.010266940452,True
355385,TAQUARIVAI,28,6876,61548.88,0.679,0.438,66.2,35.76,89.78,59.87,126.7,30.03,100.0,100.0,89.86,NAO,Não,Não,Não,Não,407.2134962187319,True
355390,TARABAI,89,6536,22125.16,0.726,0.399,90.91,89.2,93.7,100.0,144.7,11.35,100.0,92.44,97.61,SIM,Não,Não,Não,Não,1361.689106487148,True
355395,TARUMA,619,14882,58396.99,0.753,0.549,96.51,96.36,100.0,97.24,177.4,19.7,100.0,94.21,99.89,SIM,Sim,Não,Não,Não,4159.387179142588,True
355400,TATUI,879,123942,40892.85,0.752,0.478,91.06,84.18,100.0,90.35,154.3,38.27,100.0,97.63,97.62,SIM,Sim,Sim,Sim,Sim,709.2026915815462,True
355410,TAUBATE,27527,310739,50495.56,0.8,0.518,92.78,90.8,100.0,85.61,170.0,29.64,100.0,100.0,98.33,SIM,Sim,Sim,Sim,Sim,8858.559755936654,True
355420,TEJUPA,128,4127,31023.44,0.668,0.481,56.51,54.23,100.0,100.0,64.5,61.48,7.09,72.69,93.96,SIM,Não,Não,Não,Não,3101.526532590259,True
355430,TEODORO SAMPAIO,72,22173,26801.81,0.741,0.474,84.77,84.22,100.0,97.88,161.1,19.57,100.0,81.36,86.71,NAO,Não,Não,Não,Não,324.71925314571774,True
355440,TERRA ROXA,48,7904,18410.36,0.749,0.452,96.93,97.41,94.0,100.0,173.7,17.3,100.0,99.99,100.0,NAO,Sim,Não,Sim,Não,607.2874493927126,True
355450,TIETE,1379,37663,50258.52,0.778,0.494,92.05,84.66,91.48,80.0,171.5,56.36,60.0,100.0,96.11,SIM,Sim,Sim,Sim,Sim,3661.418368159733,True
355460,TIMBURI,34,2464,25047.71,0.71,0.473,61.36,60.23,100.0,99.98,173.0,24.76,100.0,90.99,96.98,SIM,Não,Não,Não,Não,1379.87012987013,True
355465,TORRE DE PEDRA,62,2046,15524.93,0.714,0.394,100.0,69.21,100.0,77.52,215.5,29.06,100.0,99.71,91.92,SIM,Sim,Não,Não,Não,3030.3030303030305,True
355470,TORRINHA,1593,9335,28177.45,0.744,0.442,83.27,81.83,100.0,82.04,171.6,45.87,100.0,84.8,86.48,NAO,Sim,Não,Não,Sim,17064.809855382966,True
355475,TRABIJU,18,1682,25639.0,0.722,0.398,100.0,100.0,99.01,72.43,275.3,9.66,100.0,94.89,99.76,NAO,Não,Não,Não,Não,1070.154577883472,True
355480,TREMEMBE,4302,51173,18591.56,0.785,0.539,96.47,92.72,100.0,86.49,152.4,28.21,100.0,100.0,82.58,NAO,Sim,Não,Não,Não,8406.77701131456,True
355490,TRES FRONTEIRAS,192,6804,20839.4,0.753,0.412,95.37,87.29,100.0,100.0,203.2,13.54,100.0,95.53,97.27,NAO,Sim,Não,Não,Não,2821.869488536155,True
355495,TUIUTI,242,6778,25756.65,0.728,0.391,50.46,39.1,74.99,87.64,193.9,48.89,0.0,100.0,81.32,NAO,Sim,Não,Não,Não,3570.374741811744,True
355500,TUPA,1060,63928,33732.18,0.771,0.552,92.22,91.54,100.0,100.0,191.0,15.14,100.0,94.47,98.9,SIM,Sim,Sim,Sim,Sim,1658.1153798022774,True
355510,TUPI PAULISTA,93,15854,21720.31,0.769,0.495,98.84,98.84,100.0,91.31,261.0,11.63,100.0,78.46,97.64,SIM,Não,Sim,Sim,Sim,586.6027500946134,True
355520,TURIUBA,23,1818,27877.78,0.751,0.367,70.74,70.19,100.0,100.0,191.9,13.23,100.0,80.97,98.45,NAO,Sim,Não,Não,Não,1265.126512651265,True
355530,TURMALINA,75,1669,44206.07,0.736,0.399,76.87,74.72,100.0,100.0,198.1,18.96,100.0,71.96,99.42,NAO,Sim,Não,Não,Não,4493.708807669264,True
355535,UBARANA,158,5365,32774.2,0.7,0.359,100.0,100.0,100.0,70.0,170.1,19.22,100.0,100.0,91.12,NAO,Sim,Não,Não,Não,2945.013979496738,True
355540,UBATUBA,6819,92981,29152.88,0.751,0.597,76.19,41.74,35.7,40.38,300.7,24.29,100.0,98.67,55.17,NAO,Sim,Sim,Sim,Sim,7333.756358825996,True
355550,UBIRAJARA,194,5132,23709.14,0.727,0.422,61.71,60.21,100.0,98.44,185.3,12.2,100.0,68.61,99.06,SIM,Sim,Não,Não,Não,3780.202650038971,True
355560,UCHOA,269,10394,39430.92,0.721,0.399,96.85,96.85,99.61,98.75,183.5,20.35,0.0,90.0,97.82,NAO,Sim,Não,Não,Não,2588.031556667308,True
355570,UNIAO PAULISTA,13,1603,30538.05,0.749,0.362,82.41,81.85,98.48,99.97,182.0,8.92,100.0,73.3,98.74,NAO,Sim,Não,Não,Não,810.9794135995008,True
355580,URANIA,730,8833,31344.02,0.746,0.465,88.27,87.43,100.0,100.0,172.6,14.4,100.0,84.22,98.21,NAO,Sim,Não,Não,Não,8264.462809917355,True
355590,URU,19,1387,40623.52,0.712,0.422,63.81,63.09,100.0,99.95,212.6,10.13,100.0,86.45,98.67,NAO,Não,Não,Não,Sim,1369.86301369863,True
355600,URUPES,508,13744,34609.7,0.745,0.424,89.92,89.92,99.45,93.71,451.1,3.65,89.14,87.67,99.87,NAO,Sim,Não,Não,Não,3696.1583236321294,True
355610,VALENTIM GENTIL,1077,14098,31863.26,0.735,0.372,90.66,90.54,100.0,99.95,172.8,11.83,100.0,100.0,99.38,SIM,Sim,Sim,Sim,Não,7639.3814725492975,True
355620,VALINHOS,6718,126373,59842.76,0.819,0.553,93.49,89.03,94.6,98.13,164.8,44.24,100.0,99.96,95.6,SIM,Não,Sim,Sim,Sim,5316.008957609616,True
355630,VALPARAISO,180,24241,45529.09,0.725,0.461,98.08,98.08,100.0,70.0,172.5,50.97,100.0,98.08,95.49,SIM,Sim,Não,Não,Sim,742.5436244379357,True
355635,VARGEM,658,10512,14148.82,0.699,0.39,42.13,31.36,68.01,76.16,170.7,23.56,95.95,,68.08,NAO,Não,Não,Não,Não,6259.51293759513,True
355640,VARGEM GRANDE DO SUL,3586,40133,29684.07,0.737,0.426,98.52,98.52,100.0,93.62,213.3,9.38,95.0,95.18,96.29,SIM,Sim,Sim,Não,Não,8935.290160217279,True
355645,VARGEM GRANDE PAULISTA,2099,50415,53359.16,0.77,0.52,96.93,45.94,35.34,29.47,125.1,33.12,34.45,99.84,84.87,NAO,Não,Sim,Sim,Não,4163.443419617177,True
355650,VARZEA PAULISTA,3277,115771,31913.34,0.759,0.433,87.31,85.46,92.94,93.88,140.1,30.74,100.0,100.0,83.69,SIM,Sim,Sim,Sim,Sim,2830.587971080841,True
355660,VERA CRUZ,529,10176,22231.9,0.754,0.45,83.23,83.23,90.16,76.19,142.2,53.43,94.7,87.1,88.57,SIM,Sim,Não,Não,Não,5198.506289308176,True
355670,VINHEDO,4832,76540,154054.53,0.817,0.545,97.1,90.05,91.46,85.0,196.1,28.59,99.95,96.86,95.71,SIM,Sim,Sim,Não,Sim,6313.038933890776,True
355680,VIRADOURO,874,17414,23190.53,0.739,0.405,99.99,99.99,100.0,96.35,225.8,28.49,100.0,97.07,99.5,SIM,Sim,Não,Não,Sim,5018.950269897783,True
355690,VISTA ALEGRE DO ALTO,742,8109,46388.5,0.744,0.356,97.72,97.72,100.0,96.73,157.1,16.95,100.0,98.66,98.81,NAO,Não,Não,Não,Não,9150.32679738562,True
355695,VITORIA BRASIL,12,1794,24394.51,0.725,0.36,84.06,83.84,100.0,100.0,176.5,14.29,100.0,96.43,87.66,SIM,Sim,Não,Não,Não,668.8963210702341,True
355700,VOTORANTIM,9513,127923,31487.9,0.767,0.41,96.29,95.68,99.37,80.26,173.6,17.21,93.01,97.3,95.07,SIM,Sim,Não,Não,Não,7436.504772402149,True
355710,VOTUPORANGA,11880,96634,40190.41,0.79,0.499,100.0,100.0,100.0,80.0,184.9,33.81,100.0,97.36,98.61,SIM,Sim,Sim,Sim,Sim,12293.809632220544,True
355715,ZACARIAS,13,2692,46763.19,0.729,0.392,70.02,65.68,100.0,99.99,189.8,15.05,100.0,81.72,96.24,NAO,Sim,Não,Não,Não,482.91233283803865,True
355720,CHAVANTES,558,12211,21448.28,0.729,0.481,93.71,90.1,96.35,93.93,165.7,53.87,100.0,91.04,99.39,NAO,Sim,Não,Não,Não,4569.650315289493,True
355730,ESTIVA GERBI,112,11295,33843.06,0.74,0.419,100.0,88.92,87.28,98.71,127.1,36.88,0.0,98.27,96.72,NAO,Sim,Não,Não,Não,991.5891987605136,True
